Reviewer Name,Country,Review Rating,Review Description
boardinsnowman,United States,5,Fantastic! I learned a ton. I am going to go do some homework and come back for more as soon as I can.
ben_press,United States,5,A bit pricey but worth it since it was a difficult task. Overall pleased with meeting my delivery date. Would recommend.
markusmilder,Estonia,5,"We've been working together with a couple project now, and I know for a fact that there will be much help that I will be asking in the future as well! :)"
markusmilder,Estonia,5,Everything was great! They're all around responsive to my messages and surprisingly fast with the delivery! We will definitely work together again :)
huffman120,Sweden,5,Thank you very much!
huffman120,Sweden,5,The best! Thank you very much!
portocar,United States,5,This person is incredibly skilled and his tech support is the best in the world. I highly recommend you work with him!!!
geometres,Sri Lanka,5,He has very good knowledge about machine learning and deep learning areas. Highly recommend him and willing to get back to you again.
njwadyna,Malaysia,5,"I'm satisfied with the service provided! He will give you the best solution, very helpful and really meeting my needs. Great seller to deal with. Highly recommended!!!"
geometres,Sri Lanka,5,He did an excellent work for my deep learning project. He has very good knowledge about the data science and machine learning.
alabdullah1991,Germany,5,"Highly recommended, he is friendly and fast."
omaralshaibani,United Kingdom,5,The best I've seen on fiverr. Very amazing work and definitely recommend him to anyone
basiopkein,Canada,5,"Outstanding seller, very knowledgeable and can probably help you with anything machine learning related. I highly recommend!"
brielle091,United States,5,"Incredible seller, keeps in contact at all times, has very detailed work, is open to discussion and working on the project in depth. Would definitely recommend to anyone having a look!"
manojthapamagar,United States,5,Work delivered on time like he promised. Recommend.
pennypeltiers,United States,5,"great work and fast i'll keep working with you in the future for sure,"
firasaljanoub,Sweden,5,Best guy ever
firasaljanoub,Sweden,5,Perfect guy he did everything on time and great work
justsignme,United States,5,"very satisfy, will return for next project"
jsemtady,Canada,5,Great experience.
martinandalex,Australia,5,He completed the task exactly as requested.
nathandre,Canada,5,"Patient and good customer services, sometimes ask questions to make sure he does not mess up the work but over all, worth it"
dlouky,Spain,5,he gives me the work very fast and with great quality! Excellent professional!
sarah_raj,Australia,5,Thank you for this nice work
richardgoty,Germany,5,Mujahid is very professional and assists you with advice and goes above and beyond what is required of him. He is a person you can trust without hesitation. It is clear that I will be working with him for a long time. He has already received another order from me.
soufianeodf,Morocco,5,"Mujahid was absolutely a great help for me. He has a solid understanding of big data and he is really patient about explaining different things and solutions, we discussed different architectures and his explanation was always on point. Definitely going to work with him again, I highly recommend Mujahid."
wolf102,Vietnam,5,"He worked very hard, and the results were excellentfriendly talk, enthusiastic guide . I will be placing more orders in the near future!!!"
talnuaimi,United Kingdom,5,Mujahid is extremely knowledgeable! He exceeded my expectations. It was a pleasure working with him on a python ETL. I look forward to the next opportunity to work with him.
raskoldi,United States,5,It was nice to work with you I definitely recommend
plevintampabay,United States,5,"Very easy.  I gave him my specifications, he understood them immediately, suggested a solution I liked, implemented perfectly, and I am having a lot of fun right now, playing with this program.  Excellent work. Thank you."
bingethinker,United States,5,"Very patient working through the project with us. Always very prompt and informative. Always creates exactly what we need.

The scripting was excellent quality and continued to work even when we changed some infrastructure on our end."
hakimel757,Norway,5,"Very good at what he does, gives you a perfect product and keeps a good communication to be sure he delievers what the costumer wants. would recommend him highly and will absolutely use him again"
djt9006,United States,5,Always satisfied with the work and attention i receive. He has helped me gain a better knowledge of SQL and how to grow my skillset.
sydneyestey,Canada,5,Great! Super quick to reply and got the job done quickly :)
idantubali606,Israel,5,great techer!
kb2372,United States,5,A+++++ Great seller!!!!
seedergy,United States,5,Great work done
seedergy,United States,5,Great work done
bengeeee,United Kingdom,5,A pleasure to work with and very thorough. Delighted with the results. Will use again!
prophetposse,United States,5,Wonderful to work with! Quality and impressive knowledge
lubaran,Bulgaria,5,"I am really thankful to Abdullah for his knowledge and expertise in many areas, and especially for creating an ETL application using Python.
He went above and beyond my expectations and was incredibly professional, and as well as providing me with all necessary information, from how to set it up, to insights regarding the project.
I will definitely be glad to use his services again in the future!"
esi1984ch,Canada,5,It was great working with Yaser. Thank you for your great job.
ramizberisha,Canada,5,The seller is amazing. Great content. Amazing personality and very clear and concise project.. Thank you
alunejaay,Senegal,5,"professional, work well and deliver on time, organized and attentive"
adriaandup30,South Africa,5,Exceptional work. Done what was requested and more and very professional and communicated and assisted through out the whole process
timbot752,United States,5,Very helpful. Went above and beyond to complete the request and met with me multiple times after to make adjustments and revisions. Highly recommend for SQL ETL projects.
adriaandup30,South Africa,5,Excellent. Extremely talented and delivers exceptional work
victorbenavente,Peru,4.3,"thanks guys, if you wanted something like that"
vixgriduber,United States,5,What an awesome guy to work with ! Thanks so much
the876chick,United States,5,Would buy again.
tomdition,Switzerland,5,"Muneeb is a hard-working person, the communication was great and fast. I can highly recommend him as an excel expert!"
centricpension,Ireland,5,"Excellent seller.  very efficient and super helpful.
Very knowledgeable on excel and statistical models.....highly recommend"
dsrdconsulting,United States,5,Very quick turnaround time. The dashboard was exactly what I was looking for. Chegendungu is very knowable about Google Data Studio and analyzing large quantitative data. Saved me so much time!
rowenapereda931,Philippines,5,Great at his craft! He is already on our registrar of talents and we will be hiring him on all dashboard requirements
rowenapereda931,Philippines,5,An excellent worker! I will definitely hire him for all my dashboard needs!
modjo1972,France,5,very good understanding of the needs !
yasens,Bulgaria,5,It was great to work with him and will definitely hire again!
macgriffith,United Kingdom,5,"The Seller is a very good programmer, he delivered just what we asked for on this project. I would for sure, have him work on other projects in the future.!"
peterpauker,New Zealand,5,An expert in his field.
peterpauker,New Zealand,5,Great advice and work
peterpauker,New Zealand,5,"Outstanding coding and very fast delivery, would recommend"
danielshady,United States,5,"Amazing service, attention to detail, worth every penny.

Works fast to get job done."
ilghan,Italy,5,"Definitely recommend , good communication and understanding of the task . Great skills too . Honest price . Commitment was good , very proactive with research on the topic ."
bdirect2,Australia,5,"Great work on the complex financial model, thank you"
pinkgurl21,United States,5,Amazing work!
etikem,Curacao,5,good. he know his job
exodusgroup,United States,5,"The seller was very responsive, did a good job and delivered on time."
lacroix86,United States,5,"Third time using this seller over the past year. He really is top at what he does. He took my survey responses and helped me analyze it statistically and pull out significant findings. Most importantly, he made sure I was satisfied with my order. Worth every penny."
edgardo_eich,United States,5,Excellent work Adnankhab quick delivery highly recommended
drnileshlp,United States,5,Great job. High-quality work. We will continue to work
alia_almarri,United Arab Emirates,5,He understood the requirements and delivered on time!
akagucciano,United States,5,"Adnankhab is a true professional and understood right away what I was looking for. Before he was even hired, he had devoted some work to the project. He communicated with me frequently and completed analysis well ahead of the timeframe. I highly recommend him. Thank you for your help. Keep up the great work."
ericanderson944,Canada,5,"helped when I needed it most, thanks!"
heinrichvann,South Africa,5,"Built a whole financial calculator for me, within 3 days"
melissakimca,United States,5,a pleasure
thomasdodd682,United Kingdom,5,Once again! Great work at great speed. Fully recommend.
thomasdodd682,United Kingdom,5,Perfect! Very easy to work with. Great understanding of data with precise presentation.
franciscloser,United States,5,Great service as always.
franciscloser,United States,5,Seller delivered the project on time and was easy to talk to when I wanted him to make some changes.
inspire_world,Pakistan,5,The seller is amazing at what he offers. I have hired him for various task and he met the mark every time. If you are busy with you jobs and don't have time to manage important tasks. This is the guy for you. Recommended.
awaissheikh761,Pakistan,5,Seller completed the job with great care and detailed explanation. Seller responded very well. Highly Recommended.
jacobbrox98,United States,5,Great guy to work with. Always answers quickly and is willing to put in the extra effort at all times of the day. Would highly Recommend working with him.
jacobbrox98,United States,5,Best seller I have worked with on this website. Would highly recommend using him.
jacobbrox98,United States,5,Seller responded quickly throughout the whole process and put forward professional level work.
ansen1129,Hong Kong,5,Great job
alexanderaivayl,Sweden,5,Very professional work and quick response on questions! Thank you!!
alexanderaivayl,Sweden,5,"Very well done, thank you! Absolutely to recommend!!"
nielsik,Netherlands,5,"Prior accepting the assignment he went out of his way to really understand the ask, that took some effort in pre-order communiction but resulted in a tailor made AML/CFT policy and not the basic standard copy/paste stuff.   
Highly recommended."
designall01,United States,5,Job well done. Thank you
webprogrammer55,United States,5,Excellent work
daundrepenn,"Virgin Islands, U.S.",5,Great work produced by Usman! Definitely  recommended
florianhaufe,Germany,5,Highly skilled and professional seller! He did a great write-up and I can highly recommend him. I'll be back for more soon.
jonathancann,Ghana,5,"Neat content in slides....highly summarized.
Thanks"
jonathancann,Ghana,5,Excellent delivery...highly recommended
biaozhou,China,5,thank you very much
optimysticprime,Canada,5,"I wanted to create a token for my company Wandering Footprint and the 'tiny hOMe app- directory'. Sarah was the best place to start this crypto journey for our business. Affordable, great service and fast delivery. Highly recommended!!! I will be continuing our relationship with the next steps."
ryanpl1,United States,5,"for the starting price, what is offered is incredible. stuff that is super laid out in an organized matter to really understand how to work it. Best around"
love4sound,United States,5,Awesome! I have my own crypto currency its amazing now i can run around saying i own my own crypto currency on the exchange ! Thank You again
regiross,Ghana,5,The Seller did great work as stated in the gig. Amazing experience with the Seller. I am pleased with the work. The Seller delivered on time.
fireflydigital,United States,5,"Excellent gig, she does a great job and goes above and beyond in the helpful instructions she provides for securing your wallets. Highly recommend"
zayalldayy,United States,5,For what it is worth i love the service he priovided! Everything was done correctly and had no issues deploying !!!!
df8998,United States,5,"Blockchainguru is the man for your job. He is dedicated, fast, and will go above and beyond to make sure you are 100% satisfied"
blockproject,Brazil,5,Great!! =)
marco81174,Spain,5,Very good service and great person also.
polterpen,South Africa,5,Good and quick service - thank you. Will be back
ijandre,United States,5,"First let me say that I thought I knew little bit about launching a coin, but while working with usefulshine team I understood the complex nature of blockchain and crypto. Their professional attitude, patience, and overall knowledge in regards to cryptocurrencies is vast and their work is crisp and clean. I felt like I could ask questions without feeling judged.. I am glad that I choose the USEFULSHINE team and they accepted my project. YOU WONT GO WRONG PICKING THE USEFULSHINE TEAM!!"
goldenpeace24,India,5,"USEFULSHINE always does amazing work with great speed and accuracy, very happy to be able to collaborate with this professional team. Very highly recommended!"
josethegod,United States,5,Great service!
cavafinance,United States,5,Amazing work
globaldefi,United Arab Emirates,5,"Usefulshine is very professional when it comes to blockchain development projects and smart contracts, highly recommended for DeFi project development. The delivery was perfect. Amazing experience!"
dadusa01,United States,3.7,did the job well. the finished product is what I asked for. I just wish there were a little bit more communication and confirmation between us because there were a couple times that I messaged him to add something to the project and he did not confirm with me but it was added to final draft so itsok
lb6806,United States,5,This guy is the best of the best. Very knowledgeable and highly capable of assisting even the most difficult client.
giorgiouk,Turkey,5,Thank you very much for the care you have shown for my project. It was more than what I wanted. I really recommend this gig who does his job very well.
markanchoris,Canada,5,"love working with peakwriter.
he is very knowledgeable in his field and clearly describes my projects' work.

Will be returning again with more projects :)"
janinedarville,United States,5,He delivered a detailed white paper. I'll recommend.
alexinorlando,United States,5,Awesome! GREAT!
mariammohamm778,United Arab Emirates,5,Very flexible
shaaammma,United Arab Emirates,5,Well done Sunny you did a great job
shaaammma,United Arab Emirates,5,Well done thank you.
shaaammma,United Arab Emirates,5,"One of the best sellers on Fiverr Very good in blockchain course and also other courses. Once I ask for help he helps immediately without no issues. Quick respond, easy to communicate, you can really trust him, I just got what I exactly asked him for and more than expected, thank you so much Sunnymalik for your hard work I appreciate it."
richmeisterjs,Malaysia,5,"This guy knows what he is doing. communication went perfectly, The man was done before the deadline and produced a value for money product. 100% recommend this lad. 
Very pleased customer."
thosch,France,5,"Loved working with Szain, don't hesitate a single second !"
michaelbui565,Germany,5,Very good !
mustay,United Kingdom,5,very patient and always ahead of the deadline. Excellent communication skills.
dgwappdev,Singapore,5,This guy is awesome. He knows exactly what he's doing and goes out of his way to ensure that the development is exactly how you planned it. A very intelligent guy with a great attitude!
kushrules,United States,5,What amazing work!  So quick!  The seller was given a very complicated task and turned it into something incredible.  Thank you very much!
kushrules,United States,5,This was so fast!  I had a complicated task and the seller handled it perfectly.  I'm very thankful and will use their services in the future.
zmoney533,United States,5,Best in The BIZ!
faridbakare,United Kingdom,5,Very talented developer. Does work to requirements and above.
yotamco,Israel,5,"Nice guy, efficient work, I will return!"
ptrash,Poland,5,"Not only did he manage to fulfill my request but also create a clear brief on what each of the functions in my contract do and what they are called. 

I highly recommend this dev! :)"
nortiz2nortiz2,United States,5,Fantastic service and quick delivery once again! Looking forward to working with this developer on many more projects to come and this is the first developer I recommend to anyone!
winners786,India,5,"Very fast delivery.
Nice, Supportive, Helpful nature he have.
experienced in this field.
Very satisfied with his work. 
Thank you"
fuegohd,United States,5,Awesome work and great timing! Made revisions til it was exactly how I wanted it and still done in just a few hours. Will certainly hire again and highly recommend.
jeconomos,Australia,5,"Liam was an absolute pleasure to deal with. Extremely patient as well!

Would DEFINITELY deal with him again."
fruitenergy,United States,5,By far the best crypto builder I have worked with. Answered all my questions and worked with me to ensure everything was setup properly. THIS IS THE GUY YOU WANT.
arielyosef630,United States,5,"Blitz, thank you so much for the kindness and step by step, rest assured I will be taking you up on your offer and stay in contact, again I really appreciate your wonderful services! :)"
prophe3tmusic,United States,5,"this is.a very good seller, helped me every step of the way. has no problem answering questions about things you don't understand"
jungkishin,South Korea,5,"very very professional seller!!
and very kind and polite.
I asked too many questions but he answered 1 by 1 kindly.
thanks!! highly recommend!!"
aristote20,United States,5,"blitzb was very helpful, answered many questions and delivered his product before the deadline. I'm very satisfied with the whole experience."
optimysticprime,Canada,5,"I wanted to create a token for my company Wandering Footprint and the 'tiny hOMe app- directory'. Sarah was the best place to start this crypto journey for our business. Affordable, great service and fast delivery. Highly recommended!!! I will be continuing our relationship with the next steps."
ryanpl1,United States,5,"for the starting price, what is offered is incredible. stuff that is super laid out in an organized matter to really understand how to work it. Best around"
love4sound,United States,5,Awesome! I have my own crypto currency its amazing now i can run around saying i own my own crypto currency on the exchange ! Thank You again
regiross,Ghana,5,The Seller did great work as stated in the gig. Amazing experience with the Seller. I am pleased with the work. The Seller delivered on time.
fireflydigital,United States,5,"Excellent gig, she does a great job and goes above and beyond in the helpful instructions she provides for securing your wallets. Highly recommend"
ehpic_ltd,United States,5,"The Seller was extremely helpful, outgoing and walked me through the entire process. I had plenty of questions, even after we got started. The Seller always took the time to help me understand in a very patient manner."
deleet,"Korea, Republic of",5,"Perfect maker, who can really communicate with customer, Hard worker, Fast work, have passionate so you can trust this guy right here. 

He is real good worker, trust me I can approve it :DDD"
nourihaddaoui,Tunisia,5,"Great work and super fast delivery, couldn't ask for more! Highly recommend to anyone trying to create his own token."
jaltehansen,Denmark,5,"Job done 
Everything as expected 
Communication     
Time frame, delivered 1 day before.

satisfied customer"
jahimthomas,United States,5,Excellent service.
contactserirash,Singapore,5,"I like the look and quality of my new website. Webbylynx answered to all my queries and has gone the extra mile by giving me a bonus gift, guidance and tutorial to make my new site grow and start earning. Will purchase gig from him again."
dc3241,United States,5,Seller went absolutely above and beyond. Also threw in a few bonuses for free! As well as a ton of useful tips and guides regarding my affiliate site. Very easy to communicate with and fast replies as well as super quick delivery of the final website. Couldn't be more satisfied! Everything was better than advertised. Thank you guys again!
saladel,United States,5,"Awesome seller very professional. everything webbylynx said that he was going to do he did it and then some plus bonus. really love the website. can't wait to see the result. Communication is excellent, Delivery was fast before the deadline, am very happy with everything this seller is amazing highly recommended!!! I will order again"
nftnft,Austria,5,"My first experience on Fiverr and one of the best experiences on the Internet with webbylynx!!
Very patient, fast delivery, perfect product and some extras were made for free!!

Thank you very much!"
lizasebag,France,5,"Outstanding work and communication. I had absolutely no knowledge and webbylynx provided me all the explainations I needed, and it was all perfectly clear! He answered all my questions and doubts I had
+ he delivered the work way faster than expected (2 days instead of 10) 
I recommend 100% !!"
colinale,United States,5,"I was a little scared at first to have someone make a coin because someone could always run away with it and steal it. However, this guy blew my mind away. Work was incredible and he’s super trustworthy and very good with communication. I will be coming back if I need another coin done. High recommend"
jeffjohnson275,United States,5,"I am VERY satisfied with my cryptocurrency that sephii2oth2 created.  He is very knowledgeable and helpful and answered all my pre-sale questions.  I was hesitant at first to have someone create my own cryptocurrency, but sephii2oth2 put my worries at ease!  I would highly recommend his services with confidence!"
umbuccu,United States,5,very easy to work with i didnt know much about the crypto stuff and he gave me everything i needed and made some vital changes to my specs to make the coin worth more in the end thank you for all you help your a star
djmallery,United States,5,sephii2oth2 went above and beyond my expectations with this order! I had a little trouble understanding some things and he was able to break things down and helped me through this entire process. It was an amazing experience. Thank you.
akcav786,United States,5,An exceptional professional with in depth expertise about crypto block chains and blocks. Delivered before the deadline with complete support and documentation. Will no problem to recommend for 5 Star service.
waibrandon,Malaysia,5,"I’m impressed with how quick the seller delivered. He was genuine, helpful and friendly which is actually rare in crpyto scene.. The guide contains so much info that I wished I knew when I first started off in trading. It will 100% benefit beginners who enter crypto trading and is a MUST READ simple to understand pdf."
g6beatss,United Kingdom,5,"5 star all round. No complains. Spent an hour with me setting up the bot and wow, I’m already in profit. This is the next step for any crypto investors!! Many thanks Carl!"
maryzemirah,United Kingdom,5,"Great service as expected.  Carl walked me through the bot, how to use it and all. I'm yet to use the bot but seems practical and he is willing to give adhoc help post sales.

Thank you Carl"
andiatwork,Germany,5,"I had a great time with Carl on the voice call. He is friendly, genuine, and very helpful in answering questions. He provided me with good knowledge about the bsc token scene and his PDF kit is very well written and informative. Carl didn't look at his watch while having the call, we spend several more minutes than scheduled. Looking forward to working with Carl again."
maryzemirah,United Kingdom,5,"Thank you for your pleasant walk through of the Bot. Carl was super patient, answered all my questions and concerns. I feel I might make it to the moon this time next year. 
thank you Carl"
wjpetersen,United States,5,above and beyond service. knows what he is doing.
christianchr516,Germany,5,Best service...wow very perfect
adelred,France,5,ethan really understood what I wanted and delivered my order very fast
manojkumar474,India,5,osm work and helpful
kevinvanhout,Netherlands,5,Fair guy very helpful
minecraft3d,United States,5,Very knowledgable in every aspect of crypto. A++
stevec233,United Kingdom,5,Good guy good work
stevec233,United Kingdom,5,Good communication
intelligentdea1,United States,1,Did not meet expectations or perform the task properly as requested
citycity,United Kingdom,5,Zohaibsajid580 did a good job. Professional.
citycity,United Kingdom,5,work completed as requested correctly
maha123456789,United Kingdom,5,Great work that was delivered within a strict time frame and the seller was willing to make revisions as needed. I would highly recommend.
mariasanta1566,Greece,5,"Great professional, excellent work, delivered on time!!!"
fredgreg,Netherlands,4.3,He did everything as described. The service was overpriced for what it had to be done.
usmanhussain527,United Kingdom,5,"Fantastic Work! The work was delivered within the deadline and any corrections were implemented without delay.
Well recommended."
jeelankhan,Saudi Arabia,5,good and fast work
michaelreidb964,United States,5,"Again, went above and beyond to make sure I had all materials, did so in a timely manner, wrote detailed explanations as to why certain analyses were done in certain ways, and communication was consistent and excellent. Best of all, no matter how many questions I asked (and I asked a lot of questions) this did not seem to annoy the seller, which was very much appreciated on my end! Thank you so much!"
deborahkerr,United States,5,Amelia is an excellent statistician and research scientist. I highly recommend her data analytic skills to every top notch student and professor!
michaelreidb964,United States,5,Took an extra step by preparing all material in APA formatting in addition to doing the statistical analyses! Thank you so much!
lucaskesson,Netherlands,4.7,Great work!
jamesbohn,United States,5,Quick response.  Product delivered as requested.  Profesional.
modybma,Poland,5,Great service. Highly recommend Ali!
ino_ba,Germany,5,"good work, thank you !"
modeststandard,United States,5,Amazing and extremely quick! Did everything needed + more!
aqiba1,United Kingdom,5,Perfect. Thank you.
hadaya99,United Kingdom,5,Great Work and Up to standards
appraiserapp,Israel,5,"Very quality and fast work. explain everything very professionally with deeply understanding the tasks.
Highly recommends."
jamesalfons00,United Kingdom,5,"Very helpful and knowledgeable, would highly recommend! ✨"
andykocher,Germany,5,Syed deleverd above and beyond what i expected . a true professional looking for the correction in the given project. very professional and work completed very quickly . Thank you.
izaberle222,United States,5,He is awazom; he respond straight away and completed the job within few hours and was very helpful answering in my all questions..i will defiantly hire him again and highly recommended to everyone..
andrearubiogar,Spain,5,"Has a very good experience. Also deliverd before time. Very communicative and kind. He provide a quality work. He has knowledgeable in statistical data analysis and quality control.
 Would definitly recommend. Thank you once again"
andrearubiogar,Spain,5,"Professional job, I will contact him for sure"
ramyes_,Germany,5,"As always, great work. Best programmer I know. Will come back again and again. We still have a lot to do together"
ramyes_,Germany,5,Best game developer! Great work and very professional
catarne,United States,5,I'm involved with a long-term project with the seller and they have been consistently attentive and responsive throughout.
ramyes_,Germany,5,Great performance and great price.
emtiph,Japan,5,Keshav is excellent. Highly recommended.
rickyroffey,United Kingdom,5,"This guy is the real deal. Incredible work, great insight and constructive contribution to the scene structure. Brilliant communication. Thanks so much. Will definitely be using your service again for following scenes."
ironart,France,5,"The order went fast, and the seller went the extra mile by presenting things very clearly for review. Thanks !"
ironart,France,5,"The communication was straightforward, a preview was delivered in advance, and the end result was on time and perfectly matched the provided specifications. Thanks !"
simeonmahoney,United States,5,Worked with me to be sure I had exactly what I needed!
ironart,France,5,"This was a great experience. Communication was friendly but professional, and the seller took great care in providing WIP previews while also being receptive to feedback (two very minor tweaks). And in the end the result was rock solid and perfectly on specifications. Thanks !"
blackbookjobs,United States,5,This man is highly skilled at his craft. He helped me create iOS version of my game Go Emoji Go The Maze. Amazing communication and even with a 9 hour time difference he worked during my daytime hours. Hire this man today.
blackbookjobs,United States,5,This company has become our go to for anything game related. They have worked fast and efficiently on my game Go Emoji Go The Maze. Hire them today for high quality work.
voiceoversitaly,Italy,5,"This work turned out to be astonishing. I'm really happy with the results, we built a game from scratch and Tahir put extra effort into understanding our scoping and requrements for this. We kept on working on it until we got it right, time was of essence and he took that into consideration as well"
haymikie,Singapore,5,We are getting so used to working with each other that communication is a breeze. He understands what i need can delivers very quickly what I need. Always trust him with my complicated games requirements. Always looking forward to work with him every time.
haymikie,Singapore,5,"always great working with him. always quick to work on gigs, troubleshoot, produce work to the standard I need everytime."
nyefarger,Norway,5,"Great work, nice colors and great many levels. Thank you very much."
kevinweo,United States,5,Good product and service! Will recommend
todd_chavez,Germany,5,Very friendly and helpful. Did a great job
todd_chavez,Germany,5,Very fast and friendly .
donaghcorcoran,Ireland,5,Awesome developer!  very accommodating and patient. Hope to work with Hamza well into the future
redis_,Georgia,5,"One of the best experiences on Fiverr. The seller is professional, was very responsive, responsible, helpful, and patient with an inexperienced buyer. I also appreciate certain advises and opinions that had been given to me during the process. The product was delivered earlier than expected and on top of that, all delays were caused by me (buyer) due to my work schedule and the luck of my experience.
Definitely recommend the seller as a game developer and will order again. Thanks!"
valentinandr771,Ireland,5,Speechless! An amazing work done by Raz ! We brought the game to a different level and done the impossible to get it done ! Can't wait for the second order. Highly recommend!
shanekj,Norway,5,"I´m very Happy!
Razzaq made my idea come true , and he and his team works really fast and really listen to me. I had a great time working with Razzaq. If you have an Idea for a game/app i really recommend Razzaq94! 
Check out the drinking-game he made for me It´s called ""Drink Up"""
mamanani22,South Africa,5,Working with razzaq94 has been amazing. The response is quick and they get all my requests the first time round. Communication is smooth and they are ready to give advise and recommendations based on their extensive experience. I received my order with amazing quality before the due date. I'll definitely be ordering again!
stitches81,United States,5,"Difficult getting Apple store publication approval, but developer is working very hard on getting it through.  Android version was easily published.  He’s professional and delivery. Would work with him again in future.  We have several projects in the back-burner."
chillcat,United States,5,"What can I say about wail that I haven't already said, haha! But I'll say it again: Wail is fantastic; they're really communitive and let you know how the commission is progressing."
bgibson84,United States,5,It has been over a solid year since I've worked with the seller and he still bails me out on things that are outside of my coding skill. Never disappoints!
francescaaaaaa,United Kingdom,5,I am extremely happy with the game he developed. Moreover he was absolutely great communicating and he was very understanding of some issues that happened on my side. Highly recommended!
alexm3382,Romania,5,Amazing work in very short time. Answered all my questions and also did everything I asked precisely! Would recommend 10/10!
puchidesign,Hong Kong,5,Really helpful and was quick to understand what I needed! The game features delivered were exactly as what I needed and I would definitely come back when I need programming help again!
smcrowley1,United States,5,"Wonderful work, thank you for using my graphics and music and creating my game. It took a few tries to get it perfect, but I am very satisfied with the end product. I look forward to working with your team again in the future."
hamzaelamghari,Morocco,5,Professional seller I am looking to work with him again.
waynekramer,United States,5,Great Work!
waynekramer,United States,5,Excellent Work
gameorhayun,Israel,5,gohar you the best
smittygrant,Australia,5,"It was a real pleasure working with this artist, I look forward to working with him in the future. 10/10"
salty_sal,United States,5,"Another great level! Keeps the ideas unique, while still delivered at a blistering pace"
salty_sal,United States,5,Unique ideas delivered with an incredible speed. Thank you!
salty_sal,United States,5,Excellent work. Very passionate about game design and responded quickly to all communication!
